,txt_file,tot_battles,avg_weight_team
347,https://www.smogon.com/stats/2016-01/gen5uu-1760.txt,25,0.005
348,https://www.smogon.com/stats/2016-01/gen5ru-0.txt,4,1.0
349,https://www.smogon.com/stats/2016-01/gen5ru-1500.txt,4,0.513
350,https://www.smogon.com/stats/2016-01/gen5ru-1630.txt,4,0.0
351,https://www.smogon.com/stats/2016-01/gen5ru-1760.txt,4,0.0
352,https://www.smogon.com/stats/2016-01/gen5ru-0.txt,4,1.0
353,https://www.smogon.com/stats/2016-01/gen5ru-1500.txt,4,0.513
354,https://www.smogon.com/stats/2016-01/gen5ru-1630.txt,4,0.0
355,https://www.smogon.com/stats/2016-01/gen5ru-1760.txt,4,0.0
356,https://www.smogon.com/stats/2016-01/vgc2016-0.txt,586521,1.0
357,https://www.smogon.com/stats/2016-01/vgc2016-1500.txt,586521,0.601
358,https://www.smogon.com/stats/2016-01/vgc2016-1630.txt,586521,0.115
359,https://www.smogon.com/stats/2016-01/vgc2016-1760.txt,586521,0.005
360,https://www.smogon.com/stats/2016-02/gen5ubers-0.txt,353,1.0
361,https://www.smogon.com/stats/2016-02/gen5ubers-1500.txt,353,0.621
362,https://www.smogon.com/stats/2016-02/gen5ubers-1630.txt,353,0.161
363,https://www.smogon.com/stats/2016-02/gen5ubers-1760.txt,353,0.04
